id	message
PHONE_CODE_EXPIRED	The confirmation code has expired
PHONE_CODE_HASH_EMPTY	The phone code hash is missing
PHONE_CODE_INVALID	The confirmation code is invalid
PHONE_NUMBER_APP_SIGNUP_FORBIDDEN	You can't sign up using this app
PHONE_NUMBER_BANNED	The phone number is banned from Telegram and cannot be used
PHONE_NUMBER_FLOOD	This number has tried to login too many times
PHONE_NUMBER_INVALID	The phone number is invalid
PHONE_NUMBER_OCCUPIED	The phone number is already in use
PHONE_NUMBER_UNOCCUPIED	The phone number is not yet being used
PHONE_PASSWORD_PROTECTED	The phone is password protected
PHOTO_CONTENT_TYPE_INVALID	The photo content type is invalid
PHOTO_CONTENT_URL_EMPTY	The photo content URL is empty
PHOTO_CROP_FILE_MISSING	Photo crop file missing
PHOTO_CROP_SIZE_SMALL	The photo is too small
PHOTO_EXT_INVALID	The photo extension is invalid
PHOTO_FILE_MISSING	Profile photo file missing
PHOTO_ID_INVALID	The photo id is invalid
PHOTO_INVALID	The photo is invalid
PHOTO_INVALID_DIMENSIONS	The photo dimensions are invalid
PHOTO_SAVE_FILE_INVALID	The photo you tried to send cannot be saved by Telegram
PHOTO_THUMB_URL_EMPTY	The photo thumb URL is empty
PHOTO_THUMB_URL_INVALID	The photo thumb URL is invalid
PINNED_DIALOGS_TOO_MUCH	Too many pinned dialogs
PIN_RESTRICTED	You can't pin messages in private chats with other people
POLL_ANSWERS_INVALID	The poll answers are invalid
POLL_OPTION_DUPLICATE	A duplicate option was sent in the same poll
POLL_OPTION_INVALID	A poll option used invalid data (the data may be too long)
POLL_QUESTION_INVALID	The poll question is invalid
POLL_UNSUPPORTED	This layer does not support polls in the invoked method
POLL_VOTE_REQUIRED	Cast a vote in the poll before calling this method
PRIVACY_KEY_INVALID	The privacy key is invalid
PRIVACY_TOO_LONG	Your privacy exception list has exceeded the maximum capacity
PRIVACY_VALUE_INVALID	The privacy value is invalid
QUERY_ID_EMPTY	The query ID is empty
QUERY_ID_INVALID	The callback query id is invalid
QUERY_TOO_SHORT	The query is too short
QUIZ_CORRECT_ANSWERS_EMPTY	The correct answers of the quiz are empty
QUIZ_CORRECT_ANSWERS_TOO_MUCH	The quiz contains too many correct answers
QUIZ_CORRECT_ANSWER_INVALID	The correct answers of the quiz are invalid
QUIZ_MULTIPLE_INVALID	A quiz can't have multiple answers
RANDOM_ID_EMPTY	The random ID is empty
RANDOM_ID_INVALID	The provided random ID is invalid
RANDOM_LENGTH_INVALID	The random length is invalid
RANGES_INVALID	Invalid range provided
REACTION_EMPTY	The reaction provided is empty
REACTION_INVALID	Invalid reaction provided (only valid emoji are allowed)
REFLECTOR_NOT_AVAILABLE	The call reflector is not available
REPLY_MARKUP_BUY_EMPTY	Reply markup for buy button empty
REPLY_MARKUP_GAME_EMPTY	The provided reply markup for the game is empty
REPLY_MARKUP_INVALID	The provided reply markup is invalid
REPLY_MARKUP_TOO_LONG	The reply markup is too long
RESULTS_TOO_MUCH	The result contains too many items
RESULT_ID_DUPLICATE	The result contains items with duplicated identifiers
RESULT_ID_EMPTY	Result ID empty
RESULT_ID_INVALID	The given result cannot be used to send the selection to the bot
RESULT_TYPE_INVALID	The result type is invalid
REVOTE_NOT_ALLOWED	You cannot change your vote
RSA_DECRYPT_FAILED	Internal RSA decryption failed
SCHEDULE_BOT_NOT_ALLOWED	Bots are not allowed to schedule messages
SCHEDULE_DATE_INVALID	Invalid schedule date provided
SCHEDULE_DATE_TOO_LATE	The date you tried to schedule is too far in the future (more than one year)
SCHEDULE_STATUS_PRIVATE	You cannot schedule a message until the person comes online if their privacy does not show this information
SCHEDULE_TOO_MUCH	You tried to schedule too many messages in this chat
SEARCH_QUERY_EMPTY	The search query is empty
SECONDS_INVALID	The seconds interval is invalid
SEND_MESSAGE_MEDIA_INVALID	The message media is invalid
SEND_MESSAGE_TYPE_INVALID	The message type is invalid
SESSION_TOO_FRESH_X	You can't do this action because the current session was logged-in recently
SETTINGS_INVALID	Invalid settings were provided
SHA256_HASH_INVALID	The provided SHA256 hash is invalid
SHORTNAME_OCCUPY_FAILED	An error occurred when trying to register the short-name used for the sticker pack. Try a different name
SLOWMODE_MULTI_MSGS_DISABLED	Slowmode is enabled, you cannot forward multiple messages to this group
SMS_CODE_CREATE_FAILED	An error occurred while creating the SMS code
SRP_ID_INVALID	Invalid SRP ID provided
SRP_PASSWORD_CHANGED	The password has changed
START_PARAM_EMPTY	The start parameter is empty
START_PARAM_INVALID	The start parameter is invalid
START_PARAM_TOO_LONG	The start parameter is too long
STICKERSET_INVALID	The requested sticker set is invalid
STICKERSET_NOT_MODIFIED	The sticker set is not modified
STICKERS_EMPTY	The sticker provided is empty
STICKERS_TOO_MUCH	Too many stickers in the set
STICKER_DOCUMENT_INVALID	The sticker document is invalid
STICKER_EMOJI_INVALID	The sticker emoji is invalid
STICKER_FILE_INVALID	The sticker file is invalid
STICKER_ID_INVALID	The provided sticker id is invalid
STICKER_INVALID	The provided sticker is invalid
STICKER_PNG_DIMENSIONS	The sticker png dimensions are invalid
STICKER_PNG_NOPNG	Stickers must be png files but the provided image was not a png
STICKER_TGS_NOTGS	A tgs sticker file was expected, but something else was provided
STICKER_VIDEO_NOWEBM	A webm video file was expected, but something else was provided
STICKER_THUMB_PNG_NOPNG	A png sticker thumbnail file was expected, but something else was provided
TAKEOUT_INVALID	The takeout id is invalid
TAKEOUT_REQUIRED	The method must be invoked inside a takeout session
TEMP_AUTH_KEY_EMPTY	The temporary auth key provided is empty
THEME_FILE_INVALID	Invalid theme file provided
THEME_FORMAT_INVALID	Invalid theme format provided
THEME_INVALID	Invalid theme provided
THEME_MIME_INVALID	You cannot create this theme because the mime-type is invalid
TMP_PASSWORD_DISABLED	The temporary password is disabled
TMP_PASSWORD_INVALID	The temporary password is invalid
TOKEN_INVALID	The provided token is invalid
TTL_DAYS_INVALID	The provided TTL days is invalid
TTL_MEDIA_INVALID	The media does not support self-destruction
TYPES_EMPTY	The types parameter is empty
TYPE_CONSTRUCTOR_INVALID	The type constructor is invalid
UNTIL_DATE_INVALID	That date parameter is invalid
URL_INVALID	The URL provided is invalid
USAGE_LIMIT_INVALID	The usage limit is invalid
USERNAME_INVALID	The username is invalid
USERNAME_NOT_MODIFIED	The username was not modified because you tried to edit it using the same one
USERNAME_NOT_OCCUPIED	The username is not occupied by anyone
USERNAME_OCCUPIED	The username is already in use by someone else
USERPIC_UPLOAD_REQUIRED	You are required to upload a profile picture for this action
USERS_TOO_FEW	Not enough users (to create a chat, for example)
USERS_TOO_MUCH	The maximum number of users has been exceeded (to create a chat, for example)
USER_ADMIN_INVALID	The action requires admin privileges. Probably you tried to edit admin privileges on someone you don't have rights to
USER_ALREADY_PARTICIPANT	The user is already a participant of this chat
USER_BANNED_IN_CHANNEL	You are limited from sending messages in supergroups/channels, check @SpamBot for details
USER_BLOCKED	The user is blocked
USER_BOT	Bots in channels can only be administrators, not members.
USER_BOT_INVALID	This method can only be used by a bot
USER_BOT_REQUIRED	The method can be used by bots only
USER_CHANNELS_TOO_MUCH	The user is already in too many channels or supergroups
USER_CREATOR	You can't leave this channel because you're its creator
USER_ID_INVALID	The user id being used is invalid or not known yet. Make sure you meet the user before interacting with it
USER_INVALID	The provided user is invalid
USER_IS_BLOCKED	The user blocked you
USER_IS_BOT	A bot cannot send messages to other bots or to itself
USER_KICKED	This user was kicked from this chat
USER_NOT_MUTUAL_CONTACT	The user is not a mutual contact
USER_NOT_PARTICIPANT	The user is not a member of this chat
VIDEO_CONTENT_TYPE_INVALID	The video content type is invalid (i.e.: not streamable)
VIDEO_FILE_INVALID	The video file is invalid
VOLUME_LOC_NOT_FOUND	The volume location can't be found
WALLPAPER_FILE_INVALID	The provided file cannot be used as a wallpaper
WALLPAPER_INVALID	The input wallpaper was not valid
WALLPAPER_MIME_INVALID	The wallpaper mime type is invalid
WC_CONVERT_URL_INVALID	WC convert URL invalid
WEBDOCUMENT_INVALID	The web document is invalid
WEBDOCUMENT_MIME_INVALID	The web document mime type is invalid
WEBDOCUMENT_SIZE_TOO_BIG	The web document is too big
WEBDOCUMENT_URL_EMPTY	The web document URL is empty
WEBDOCUMENT_URL_INVALID	The web document URL is invalid
WEBPAGE_CURL_FAILED	Telegram server could not fetch the provided URL
WEBPAGE_MEDIA_EMPTY	The URL doesn't contain any valid media
YOU_BLOCKED_USER	You blocked this user
ENTITY_BOUNDS_INVALID	The message entity bounds are invalid
